transaction_id,customer_id,product_id,date,quantity,unit_price_usd,discount_pct,revenue_usd,cost_usd,profit_usd,shipping_cost_usd,channel,payment_method,status,country,category
TXN016831,CUST05336,PROD0267,2022-12-16,4,792.46,0.05,3011.35,2377.4,633.95,3.9,social_media,credit_card,completed,Australia,Electronics
TXN016832,CUST02979,PROD0084,2022-07-02,1,92.75,0.05,88.11,46.38,41.73,9.6,social_media,debit_card,refunded,Canada,Toys & Games
TXN016833,CUST02200,PROD0023,2024-05-26,2,63.84,0.0,127.68,57.46,70.22,8.37,paid_search,bank_transfer,completed,UK,Clothing
TXN016834,CUST02356,PROD0112,2022-04-10,2,23.16,0.15,39.37,23.16,16.21,25.02,paid_search,apple_pay,completed,USA,Toys & Games
TXN016835,CUST01593,PROD0365,2023-03-08,4,683.9,0.0,2735.6,2051.68,683.92,20.88,email,paypal,completed,USA,Electronics
TXN016836,CUST03016,PROD0289,2023-06-02,1,233.35,0.05,221.68,140.01,81.67,0.0,referral,credit_card,completed,UK,Home & Kitchen
TXN016837,CUST05834,PROD0315,2022-09-03,5,16.23,0.0,81.15,48.7,32.45,42.39,social_media,apple_pay,completed,UK,Home & Kitchen
TXN016838,CUST02469,PROD0402,2023-03-18,1,18.75,0.05,17.81,7.5,10.31,3.54,organic_search,apple_pay,completed,Germany,Beauty & Health
TXN016839,CUST01419,PROD0184,2023-04-28,1,227.32,0.0,227.32,136.39,90.93,5.35,paid_search,paypal,completed,Germany,Home & Kitchen
TXN016840,CUST02603,PROD0063,2022-10-06,2,290.55,0.05,552.04,261.5,290.54,14.37,email,bank_transfer,completed,Canada,Clothing
TXN016841,CUST03000,PROD0467,2023-12-13,1,320.26,0.15,272.22,192.16,80.06,6.13,social_media,paypal,completed,Spain,Home & Kitchen
TXN016842,CUST07478,PROD0472,2022-02-17,1,201.63,0.0,201.63,120.98,80.65,2.03,organic_search,debit_card,completed,USA,Home & Kitchen
TXN016843,CUST04941,PROD0073,2022-09-06,1,67.51,0.1,60.76,30.38,30.38,0.0,organic_search,credit_card,completed,UK,Clothing
TXN016844,CUST06762,PROD0066,2023-12-03,1,216.28,0.1,194.65,129.77,64.88,8.24,direct,credit_card,completed,USA,Home & Kitchen
TXN016845,CUST02806,PROD0254,2023-12-05,1,203.34,0.1,183.01,91.5,91.51,0.0,paid_search,credit_card,refunded,Sweden,Clothing
TXN016846,CUST07886,PROD0492,2022-11-13,5,43.39,0.0,216.95,97.65,119.3,111.78,organic_search,paypal,completed,Spain,Clothing
TXN016847,CUST01675,PROD0051,2024-01-25,3,32.83,0.2,78.79,44.31,34.48,0.0,organic_search,credit_card,completed,Italy,Clothing
TXN016848,CUST02797,PROD0153,2023-06-27,1,296.73,0.05,281.89,163.2,118.69,0.0,direct,apple_pay,completed,USA,Sports & Outdoors
TXN016849,CUST02088,PROD0305,2023-09-02,1,129.27,0.05,122.81,58.17,64.64,8.26,email,credit_card,completed,France,Clothing
TXN016850,CUST06497,PROD0125,2022-12-31,8,670.1,0.0,5360.8,4020.64,1340.16,116.86,organic_search,debit_card,completed,UK,Electronics
TXN016851,CUST02646,PROD0130,2024-12-21,1,108.31,0.2,86.65,48.74,37.91,11.72,organic_search,credit_card,completed,UK,Clothing
TXN016852,CUST06770,PROD0230,2024-04-11,3,21.66,0.15,55.23,39.0,16.23,21.71,paid_search,credit_card,completed,UK,Home & Kitchen
TXN016853,CUST03425,PROD0482,2022-10-30,4,328.63,0.2,1051.62,788.72,262.9,16.2,social_media,credit_card,completed,Spain,Home & Kitchen
TXN016854,CUST02803,PROD0452,2022-10-18,1,109.58,0.05,104.1,49.31,54.79,0.0,referral,credit_card,completed,Australia,Clothing
TXN016855,CUST03425,PROD0159,2024-05-23,5,72.04,0.05,342.19,198.1,144.09,58.18,direct,credit_card,completed,Spain,Sports & Outdoors
TXN016856,CUST05086,PROD0450,2023-03-22,1,355.57,0.15,302.23,195.56,106.67,14.8,email,apple_pay,completed,Germany,Sports & Outdoors
TXN016857,CUST01072,PROD0026,2022-05-06,10,128.68,0.0,1286.8,579.1,707.7,44.7,email,credit_card,completed,USA,Clothing
TXN016858,CUST01713,PROD0189,2022-02-25,3,25.97,0.1,70.12,31.17,38.95,0.0,referral,credit_card,completed,Italy,Beauty & Health
TXN016859,CUST01266,PROD0159,2023-04-23,3,72.04,0.05,205.31,118.86,86.45,0.0,social_media,paypal,completed,USA,Sports & Outdoors
TXN016860,CUST03287,PROD0023,2023-04-24,6,63.84,0.0,383.04,172.38,210.66,25.11,email,credit_card,completed,UK,Clothing
TXN016861,CUST01314,PROD0340,2024-03-03,2,121.87,0.0,243.74,97.5,146.24,53.73,organic_search,credit_card,completed,Italy,Beauty & Health
TXN016862,CUST03547,PROD0084,2023-10-24,1,92.75,0.15000000000000002,78.84,46.38,32.46,0.0,organic_search,apple_pay,completed,USA,Toys & Games
TXN016863,CUST04304,PROD0427,2024-05-19,7,126.94,0.0,888.58,533.12,355.46,146.66,social_media,paypal,completed,France,Home & Kitchen
TXN016864,CUST03047,PROD0165,2022-12-21,1,120.54,0.0,120.54,48.22,72.32,6.7,social_media,debit_card,completed,UK,Beauty & Health
TXN016865,CUST00189,PROD0209,2023-12-03,5,774.3,0.1,3484.35,2903.6,580.75,23.08,organic_search,credit_card,completed,Germany,Electronics
TXN016866,CUST02584,PROD0223,2024-09-30,3,326.16,0.05,929.56,538.17,391.39,13.45,paid_search,credit_card,completed,UK,Sports & Outdoors
TXN016867,CUST03425,PROD0027,2022-04-09,1,124.08,0.0,124.08,55.84,68.24,3.48,referral,apple_pay,completed,Spain,Clothing
TXN016868,CUST01729,PROD0170,2024-03-05,5,9.03,0.1,40.64,29.35,11.29,110.84,direct,paypal,completed,Italy,Books
TXN016869,CUST06334,PROD0068,2024-03-15,4,208.49,0.0,833.96,625.48,208.48,85.1,organic_search,credit_card,completed,Germany,Electronics
TXN016870,CUST06241,PROD0026,2024-06-16,1,128.68,0.0,128.68,57.91,70.77,8.05,social_media,debit_card,completed,Netherlands,Clothing
TXN016871,CUST01575,PROD0422,2022-11-16,1,836.33,0.0,836.33,627.25,209.08,9.99,email,debit_card,completed,USA,Electronics
TXN016872,CUST03018,PROD0104,2023-04-26,2,29.79,0.05,56.6,29.78,26.82,30.67,organic_search,credit_card,completed,UK,Toys & Games
TXN016873,CUST00738,PROD0089,2022-10-22,3,1130.95,0.1,3053.57,2544.63,508.94,18.14,organic_search,apple_pay,completed,Italy,Electronics
TXN016874,CUST06297,PROD0147,2022-12-15,4,231.3,0.0,925.2,555.12,370.08,49.46,social_media,paypal,completed,UK,Home & Kitchen
TXN016875,CUST04414,PROD0217,2024-12-10,3,189.76,0.05,540.82,256.17,284.65,52.89,organic_search,debit_card,completed,France,Clothing
TXN016876,CUST07716,PROD0150,2023-05-29,1,794.12,0.0,794.12,595.59,198.53,3.15,paid_search,bank_transfer,completed,Australia,Electronics
TXN016877,CUST04117,PROD0278,2024-08-18,3,193.98,0.0,581.94,436.44,145.5,19.6,social_media,credit_card,completed,Netherlands,Electronics
TXN016878,CUST04277,PROD0023,2024-06-17,2,63.84,0.0,127.68,57.46,70.22,8.37,email,paypal,completed,UK,Clothing
TXN016879,CUST03124,PROD0292,2023-05-28,1,43.6,0.05,41.42,21.8,19.62,0.0,organic_search,credit_card,completed,Germany,Toys & Games
TXN016880,CUST06249,PROD0023,2024-12-26,2,63.84,0.05,121.3,57.46,63.84,4.65,paid_search,paypal,completed,Canada,Clothing
TXN016881,CUST02656,PROD0296,2024-08-09,1,405.2,0.05,384.94,222.86,162.08,25.06,organic_search,paypal,completed,UK,Sports & Outdoors
TXN016882,CUST00038,PROD0125,2023-07-12,1,670.1,0.0,670.1,502.58,167.52,8.12,social_media,credit_card,completed,USA,Electronics
TXN016883,CUST04283,PROD0031,2022-12-16,2,69.18,0.15,117.61,62.26,55.35,24.6,email,apple_pay,completed,USA,Clothing
TXN016884,CUST02677,PROD0023,2022-04-16,2,63.84,0.05,121.3,57.46,63.84,8.37,social_media,apple_pay,completed,UK,Clothing
TXN016885,CUST00489,PROD0149,2023-06-21,9,269.0,0.25,1815.75,1331.55,484.2,0.0,paid_search,paypal,completed,Australia,Sports & Outdoors
TXN016886,CUST02681,PROD0388,2023-02-10,1,29.81,0.05,28.32,19.38,8.94,0.66,paid_search,paypal,refunded,USA,Books
TXN016887,CUST07467,PROD0362,2024-03-09,4,24.52,0.2,78.46,63.76,14.7,35.64,organic_search,credit_card,completed,Spain,Books
TXN016888,CUST06263,PROD0113,2022-01-29,2,58.71,0.0,117.42,76.32,41.1,23.19,social_media,paypal,completed,USA,Books
TXN016889,CUST00785,PROD0323,2024-07-29,1,250.94,0.0,250.94,150.56,100.38,9.88,social_media,bank_transfer,completed,USA,Home & Kitchen
TXN016890,CUST03547,PROD0372,2023-04-26,2,80.41,0.05,152.78,72.36,80.42,0.0,paid_search,paypal,completed,USA,Clothing
TXN016891,CUST00982,PROD0291,2023-06-27,1,226.81,0.1,204.13,136.09,68.04,15.77,direct,paypal,completed,Italy,Home & Kitchen
TXN016892,CUST01502,PROD0215,2022-08-20,2,245.04,0.05,465.58,269.54,196.04,0.0,email,credit_card,completed,Germany,Sports & Outdoors
TXN016893,CUST04817,PROD0460,2024-11-17,1,40.19,0.2,32.15,20.09,12.06,15.71,social_media,paypal,completed,Netherlands,Toys & Games
TXN016894,CUST00102,PROD0045,2023-04-04,2,69.02,0.05,131.14,103.54,27.6,0.0,paid_search,debit_card,completed,France,Electronics
TXN016895,CUST05008,PROD0283,2024-08-11,3,160.22,0.15000000000000002,408.56,288.39,120.17,0.0,referral,credit_card,completed,Spain,Home & Kitchen
TXN016896,CUST01593,PROD0364,2022-10-19,1,83.65,0.05,79.47,50.19,29.28,0.32,social_media,paypal,completed,USA,Home & Kitchen
TXN016897,CUST07348,PROD0349,2022-05-11,4,126.68,0.0,506.72,253.36,253.36,16.63,email,paypal,completed,Germany,Toys & Games
TXN016898,CUST00278,PROD0230,2023-12-11,1,21.66,0.0,21.66,13.0,8.66,7.24,organic_search,credit_card,completed,France,Home & Kitchen
TXN016899,CUST00063,PROD0052,2024-12-21,1,94.19,0.0,94.19,51.8,42.39,25.0,paid_search,paypal,completed,Spain,Sports & Outdoors
TXN016900,CUST04475,PROD0055,2023-12-18,1,188.93,0.15,160.59,85.02,75.57,24.6,email,bank_transfer,completed,France,Clothing
TXN016901,CUST00807,PROD0454,2023-11-21,1,32.31,0.0,32.31,21.0,11.31,23.89,organic_search,paypal,cancelled,Australia,Books
TXN016902,CUST02944,PROD0112,2023-05-26,3,23.16,0.05,66.01,34.74,31.27,0.0,direct,credit_card,completed,Canada,Toys & Games
TXN016903,CUST04345,PROD0195,2022-11-27,2,83.69,0.0,167.38,92.06,75.32,47.74,paid_search,paypal,completed,France,Sports & Outdoors
TXN016904,CUST04472,PROD0406,2023-05-13,1,21.17,0.05,20.11,9.53,10.58,0.0,social_media,debit_card,completed,Sweden,Clothing
TXN016905,CUST04297,PROD0284,2022-07-11,1,636.38,0.0,636.38,477.28,159.1,3.7,organic_search,paypal,completed,USA,Electronics
TXN016906,CUST02546,PROD0089,2022-11-10,1,1130.95,0.15,961.31,848.21,113.1,6.05,paid_search,credit_card,completed,Germany,Electronics
TXN016907,CUST06006,PROD0333,2023-07-17,1,1132.51,0.15,962.63,849.38,113.25,13.39,email,apple_pay,completed,Australia,Electronics
TXN016908,CUST03736,PROD0148,2022-07-07,4,36.03,0.0,144.12,57.64,86.48,10.8,social_media,apple_pay,refunded,Germany,Beauty & Health
TXN016909,CUST06776,PROD0324,2024-06-13,1,119.48,0.0,119.48,47.79,71.69,2.1,social_media,credit_card,completed,USA,Beauty & Health
TXN016910,CUST00785,PROD0285,2022-01-17,1,253.9,0.05,241.2,114.25,126.95,12.74,paid_search,paypal,completed,USA,Clothing
TXN016911,CUST01757,PROD0083,2022-12-24,1,54.19,0.05,51.48,35.22,16.26,8.44,organic_search,credit_card,completed,Australia,Books
TXN016912,CUST00511,PROD0223,2023-08-21,5,326.16,0.0,1630.8,896.95,733.85,22.41,organic_search,debit_card,completed,France,Sports & Outdoors
TXN016913,CUST02141,PROD0080,2024-11-10,1,93.07,0.05,88.42,55.84,32.58,5.8,social_media,debit_card,completed,Italy,Home & Kitchen
TXN016914,CUST07100,PROD0048,2023-10-22,3,118.37,0.15,301.84,142.05,159.79,28.27,direct,paypal,completed,Netherlands,Beauty & Health
TXN016915,CUST07289,PROD0326,2022-12-05,1,190.07,0.15000000000000002,161.56,114.04,47.52,0.0,paid_search,credit_card,completed,Australia,Home & Kitchen
TXN016916,CUST06576,PROD0428,2023-01-28,2,111.14,0.15,188.94,166.72,22.22,1.11,social_media,credit_card,refunded,Canada,Electronics
TXN016917,CUST03030,PROD0491,2023-01-09,1,13.08,0.05,12.43,8.5,3.93,0.0,organic_search,apple_pay,completed,France,Books
TXN016918,CUST05560,PROD0012,2022-08-17,2,728.85,0.0,1457.7,1093.28,364.42,53.08,organic_search,credit_card,refunded,France,Electronics
TXN016919,CUST07020,PROD0053,2022-07-07,1,360.07,0.0,360.07,216.04,144.03,2.58,social_media,apple_pay,completed,Canada,Home & Kitchen
TXN016920,CUST07777,PROD0281,2023-07-10,2,874.51,0.05,1661.57,1311.76,349.81,8.53,email,debit_card,completed,UK,Electronics
TXN016921,CUST01951,PROD0318,2022-11-17,5,1149.67,0.05,5460.93,4311.25,1149.68,12.82,organic_search,bank_transfer,completed,USA,Electronics
TXN016922,CUST05944,PROD0079,2022-05-06,1,12.39,0.05,11.77,4.96,6.81,9.53,direct,credit_card,completed,Spain,Beauty & Health
TXN016923,CUST00948,PROD0424,2022-09-28,3,137.69,0.0,413.07,206.52,206.55,56.54,organic_search,debit_card,completed,Netherlands,Toys & Games
TXN016924,CUST00026,PROD0107,2023-08-26,2,291.18,0.05,553.24,262.06,291.18,0.0,email,debit_card,completed,Italy,Clothing
TXN016925,CUST07354,PROD0076,2022-11-06,1,462.43,0.1,416.19,254.34,161.85,0.0,organic_search,debit_card,completed,Germany,Sports & Outdoors
TXN016926,CUST05301,PROD0275,2022-10-20,1,14.62,0.05,13.89,9.5,4.39,14.12,email,credit_card,completed,Italy,Books
TXN016927,CUST07743,PROD0001,2023-12-01,10,25.82,0.05,245.29,167.8,77.49,0.0,direct,credit_card,completed,Canada,Books
TXN016928,CUST05444,PROD0030,2024-02-03,9,110.92,0.05,948.37,399.33,549.04,0.0,paid_search,credit_card,completed,Australia,Beauty & Health
TXN016929,CUST02648,PROD0336,2022-10-23,1,52.69,0.05,50.06,34.25,15.81,25.51,social_media,credit_card,completed,Germany,Books
TXN016930,CUST05539,PROD0320,2023-06-30,1,267.2,0.0,267.2,160.32,106.88,7.45,direct,debit_card,completed,Germany,Home & Kitchen
TXN016931,CUST06260,PROD0203,2024-05-12,3,20.16,0.05,57.46,39.3,18.16,16.06,organic_search,credit_card,completed,USA,Books
TXN016932,CUST00341,PROD0230,2024-02-04,1,21.66,0.05,20.58,13.0,7.58,7.24,organic_search,debit_card,completed,Germany,Home & Kitchen
TXN016933,CUST06556,PROD0180,2022-04-09,1,22.39,0.0,22.39,12.31,10.08,4.62,email,debit_card,completed,Canada,Sports & Outdoors
TXN016934,CUST03496,PROD0217,2023-02-10,2,189.76,0.1,341.57,170.78,170.79,0.0,email,credit_card,completed,USA,Clothing
TXN016935,CUST01904,PROD0023,2024-03-24,2,63.84,0.05,121.3,57.46,63.84,4.65,direct,credit_card,refunded,USA,Clothing
TXN016936,CUST03773,PROD0028,2022-08-16,1,202.88,0.1,182.59,121.73,60.86,0.0,organic_search,credit_card,completed,UK,Home & Kitchen
TXN016937,CUST00116,PROD0373,2022-09-04,1,65.09,0.05,61.84,29.29,32.55,0.0,referral,apple_pay,completed,Spain,Clothing
TXN016938,CUST01713,PROD0038,2023-12-07,1,201.99,0.05,191.89,90.9,100.99,0.0,social_media,credit_card,completed,Italy,Clothing
TXN016939,CUST04465,PROD0336,2022-11-27,3,52.69,0.0,158.07,102.75,55.32,42.52,organic_search,credit_card,completed,Canada,Books
TXN016940,CUST01149,PROD0203,2022-12-25,4,20.16,0.1,72.58,52.4,20.18,0.0,social_media,credit_card,cancelled,Spain,Books
TXN016941,CUST06951,PROD0454,2023-08-28,7,32.31,0.2,180.94,147.0,33.94,120.39,organic_search,credit_card,completed,Italy,Books
TXN016942,CUST07866,PROD0414,2024-04-26,3,498.65,0.0,1495.95,822.78,673.17,56.78,organic_search,credit_card,completed,Sweden,Sports & Outdoors
TXN016943,CUST01127,PROD0481,2023-07-30,6,132.63,0.05,755.99,477.48,278.51,45.54,paid_search,apple_pay,completed,USA,Home & Kitchen
TXN016944,CUST05593,PROD0326,2024-10-08,1,190.07,0.0,190.07,114.04,76.03,8.37,email,paypal,completed,USA,Home & Kitchen
TXN016945,CUST05960,PROD0023,2022-05-23,1,63.84,0.05,60.65,28.73,31.92,4.19,social_media,bank_transfer,completed,Italy,Clothing
TXN016946,CUST03000,PROD0038,2024-05-01,2,201.99,0.0,403.98,181.8,222.18,35.96,organic_search,debit_card,completed,Spain,Clothing
TXN016947,CUST05829,PROD0298,2023-09-21,10,115.73,0.1,1041.57,694.4,347.17,0.0,paid_search,paypal,completed,UK,Home & Kitchen
TXN016948,CUST07710,PROD0470,2024-07-12,3,282.15,0.25,634.84,380.91,253.93,0.0,direct,credit_card,completed,Spain,Clothing
TXN016949,CUST05955,PROD0372,2022-12-20,2,80.41,0.0,160.82,72.36,88.46,25.02,email,debit_card,completed,USA,Clothing
TXN016950,CUST06422,PROD0278,2023-07-11,2,193.98,0.0,387.96,290.96,97.0,13.07,social_media,credit_card,completed,Germany,Electronics
TXN016951,CUST04788,PROD0022,2024-07-20,2,25.69,0.0,51.38,23.12,28.26,22.09,paid_search,paypal,completed,Netherlands,Clothing
TXN016952,CUST06979,PROD0401,2024-07-29,1,44.52,0.15000000000000002,37.84,17.81,20.03,0.0,paid_search,debit_card,completed,Italy,Beauty & Health
TXN016953,CUST07254,PROD0180,2023-03-07,1,22.39,0.15,19.03,12.31,6.72,8.32,paid_search,credit_card,completed,Netherlands,Sports & Outdoors
TXN016954,CUST01741,PROD0421,2024-07-19,1,323.39,0.05,307.22,194.03,113.19,0.0,paid_search,debit_card,completed,Spain,Home & Kitchen
TXN016955,CUST01108,PROD0146,2024-01-24,2,311.29,0.0,622.58,373.54,249.04,10.31,referral,credit_card,completed,Italy,Home & Kitchen
TXN016956,CUST03023,PROD0467,2023-04-18,2,320.26,0.0,640.52,384.32,256.2,6.81,organic_search,apple_pay,cancelled,Canada,Home & Kitchen
TXN016957,CUST02410,PROD0365,2024-12-11,2,683.9,0.15000000000000002,1162.63,1025.84,136.79,0.0,email,apple_pay,completed,Germany,Electronics
TXN016958,CUST03718,PROD0309,2022-02-17,5,231.03,0.05,1097.39,519.8,577.59,0.0,paid_search,bank_transfer,completed,USA,Clothing
TXN016959,CUST03370,PROD0394,2023-03-16,1,116.1,0.05,110.29,58.05,52.24,12.82,direct,debit_card,completed,Canada,Toys & Games
TXN016960,CUST01380,PROD0275,2022-12-14,2,14.62,0.0,29.24,19.0,10.24,28.24,referral,paypal,completed,France,Books
TXN016961,CUST04116,PROD0180,2024-11-16,1,22.39,0.0,22.39,12.31,10.08,8.32,organic_search,credit_card,completed,UK,Sports & Outdoors
TXN016962,CUST02608,PROD0026,2022-05-14,1,128.68,0.0,128.68,57.91,70.77,4.47,paid_search,credit_card,completed,USA,Clothing
TXN016963,CUST06988,PROD0286,2023-12-06,1,135.76,0.25,101.82,81.46,20.36,0.0,social_media,credit_card,refunded,Germany,Home & Kitchen
TXN016964,CUST06937,PROD0195,2024-03-16,1,83.69,0.0,83.69,46.03,37.66,23.87,direct,debit_card,completed,UK,Sports & Outdoors
TXN016965,CUST03695,PROD0131,2022-08-21,2,215.79,0.05,410.0,323.68,86.32,48.38,social_media,debit_card,completed,UK,Electronics
TXN016966,CUST01184,PROD0027,2022-07-13,6,124.08,0.05,707.26,335.04,372.22,0.0,social_media,debit_card,completed,Australia,Clothing
TXN016967,CUST06476,PROD0487,2022-03-13,3,76.4,0.0,229.2,103.14,126.06,36.69,paid_search,credit_card,completed,Netherlands,Clothing
TXN016968,CUST01132,PROD0464,2022-07-23,2,341.87,0.15000000000000002,581.18,410.24,170.94,0.0,direct,paypal,completed,Germany,Home & Kitchen
TXN016969,CUST02865,PROD0360,2024-07-03,3,184.07,0.0,552.21,248.49,303.72,18.87,paid_search,apple_pay,completed,UK,Clothing
TXN016970,CUST02379,PROD0152,2024-11-22,1,107.84,0.1,97.06,53.92,43.14,0.0,organic_search,credit_card,completed,UK,Toys & Games
TXN016971,CUST04110,PROD0454,2024-10-16,3,32.31,0.0,96.93,63.0,33.93,51.6,organic_search,debit_card,completed,France,Books
TXN016972,CUST06708,PROD0061,2023-02-19,3,163.89,0.1,442.5,196.68,245.82,8.59,paid_search,apple_pay,completed,Germany,Beauty & Health
TXN016973,CUST00613,PROD0498,2024-03-28,5,70.83,0.0,354.15,159.35,194.8,31.19,email,paypal,completed,France,Clothing
TXN016974,CUST01685,PROD0069,2024-07-24,2,165.68,0.0,331.36,149.12,182.24,12.42,social_media,paypal,completed,USA,Clothing
TXN016975,CUST02243,PROD0130,2024-07-07,1,108.31,0.2,86.65,48.74,37.91,0.0,direct,credit_card,completed,France,Clothing
TXN016976,CUST07994,PROD0023,2022-04-01,2,63.84,0.0,127.68,57.46,70.22,8.37,social_media,credit_card,completed,UK,Clothing
TXN016977,CUST02374,PROD0055,2022-09-26,9,188.93,0.0,1700.37,765.18,935.19,221.37,organic_search,paypal,completed,UK,Clothing
TXN016978,CUST07491,PROD0408,2024-11-18,3,34.33,0.05,97.84,61.8,36.04,0.0,paid_search,apple_pay,completed,USA,Home & Kitchen
TXN016979,CUST01068,PROD0412,2024-04-13,4,192.06,0.1,691.42,307.28,384.14,48.54,referral,credit_card,completed,USA,Beauty & Health
TXN016980,CUST01689,PROD0112,2024-08-01,2,23.16,0.05,44.0,23.16,20.84,0.0,paid_search,paypal,completed,France,Toys & Games
TXN016981,CUST01498,PROD0018,2023-08-18,1,64.23,0.1,57.81,32.12,25.69,23.11,paid_search,paypal,completed,Germany,Toys & Games
TXN016982,CUST01640,PROD0108,2023-03-29,1,173.23,0.05,164.57,103.94,60.63,0.0,email,credit_card,cancelled,Netherlands,Home & Kitchen
TXN016983,CUST03135,PROD0055,2023-12-21,5,188.93,0.1,850.18,425.1,425.08,68.32,direct,paypal,completed,USA,Clothing
TXN016984,CUST01819,PROD0358,2023-07-01,7,139.99,0.0,979.93,587.93,392.0,146.85,organic_search,credit_card,completed,France,Home & Kitchen
TXN016985,CUST04975,PROD0066,2023-03-04,6,216.28,0.0,1297.68,778.62,519.06,49.41,referral,credit_card,completed,USA,Home & Kitchen
TXN016986,CUST02026,PROD0103,2023-01-22,2,265.07,0.0,530.14,238.56,291.58,13.32,social_media,apple_pay,completed,USA,Clothing
TXN016987,CUST04943,PROD0055,2022-07-22,1,188.93,0.0,188.93,85.02,103.91,24.6,email,credit_card,completed,Spain,Clothing
TXN016988,CUST00693,PROD0247,2023-09-05,4,312.21,0.05,1186.4,749.32,437.08,33.48,organic_search,debit_card,completed,Germany,Home & Kitchen
TXN016989,CUST01108,PROD0155,2023-08-25,1,94.83,0.05,90.09,52.16,37.93,16.12,direct,credit_card,completed,Italy,Sports & Outdoors
TXN016990,CUST04055,PROD0181,2023-11-07,1,28.85,0.0,28.85,18.75,10.1,8.18,paid_search,paypal,completed,Italy,Books
TXN016991,CUST03695,PROD0472,2022-06-03,1,201.63,0.0,201.63,120.98,80.65,3.65,organic_search,apple_pay,completed,UK,Home & Kitchen
TXN016992,CUST07703,PROD0364,2024-10-30,1,83.65,0.0,83.65,50.19,33.46,0.57,organic_search,paypal,completed,France,Home & Kitchen
TXN016993,CUST07562,PROD0285,2024-04-16,4,253.9,0.1,914.04,457.0,457.04,0.0,email,paypal,completed,France,Clothing
TXN016994,CUST02278,PROD0140,2022-06-20,5,170.3,0.05,808.92,383.15,425.77,100.04,email,debit_card,completed,Germany,Clothing
TXN016995,CUST06591,PROD0320,2022-04-21,3,267.2,0.15,681.36,480.96,200.4,22.36,direct,credit_card,completed,Germany,Home & Kitchen
TXN016996,CUST00139,PROD0053,2023-12-16,1,360.07,0.05,342.07,216.04,126.03,4.64,organic_search,credit_card,completed,UK,Home & Kitchen
TXN016997,CUST06522,PROD0455,2023-01-13,1,450.68,0.05,428.15,247.87,180.28,0.0,email,paypal,completed,USA,Sports & Outdoors
TXN016998,CUST03547,PROD0460,2022-12-22,1,40.19,0.05,38.18,20.09,18.09,0.0,email,credit_card,completed,USA,Toys & Games
TXN016999,CUST05564,PROD0486,2024-08-08,2,63.21,0.05,120.1,63.22,56.88,0.0,referral,paypal,completed,USA,Toys & Games
TXN017000,CUST03975,PROD0452,2023-01-18,2,109.58,0.05,208.2,98.62,109.58,22.56,social_media,debit_card,completed,USA,Clothing
TXN017001,CUST06776,PROD0157,2023-12-08,2,27.03,0.0,54.06,35.14,18.92,5.13,email,paypal,completed,USA,Books
TXN017002,CUST03996,PROD0407,2023-09-14,1,267.51,0.1,240.76,120.38,120.38,0.0,paid_search,debit_card,completed,UK,Clothing
TXN017003,CUST02141,PROD0081,2022-11-11,1,402.64,0.0,402.64,221.45,181.19,14.28,email,debit_card,completed,Italy,Sports & Outdoors
TXN017004,CUST07457,PROD0162,2022-12-31,1,104.86,0.0,104.86,47.19,57.67,12.66,paid_search,apple_pay,completed,France,Clothing
TXN017005,CUST01170,PROD0085,2024-11-22,2,267.82,0.05,508.86,294.6,214.26,0.0,organic_search,bank_transfer,completed,USA,Sports & Outdoors
TXN017006,CUST03695,PROD0230,2022-12-30,1,21.66,0.0,21.66,13.0,8.66,7.24,organic_search,credit_card,completed,UK,Home & Kitchen
TXN017007,CUST01036,PROD0080,2024-06-04,3,93.07,0.05,265.25,167.52,97.73,0.0,paid_search,credit_card,completed,Canada,Home & Kitchen
TXN017008,CUST00814,PROD0149,2024-09-03,2,269.0,0.1,484.2,295.9,188.3,0.0,email,paypal,refunded,Netherlands,Sports & Outdoors
TXN017009,CUST00493,PROD0415,2022-04-11,6,185.33,0.1,1000.78,444.78,556.0,53.01,social_media,apple_pay,completed,USA,Beauty & Health
TXN017010,CUST02095,PROD0067,2023-12-29,2,65.7,0.05,124.83,78.84,45.99,0.0,email,paypal,completed,USA,Home & Kitchen
TXN017011,CUST06011,PROD0486,2024-04-25,4,63.21,0.05,240.2,126.44,113.76,0.0,referral,apple_pay,completed,Italy,Toys & Games
TXN017012,CUST05503,PROD0331,2023-05-16,5,123.32,0.0,616.6,277.45,339.15,57.45,organic_search,paypal,completed,USA,Clothing
TXN017013,CUST06511,PROD0216,2023-10-18,1,1191.59,0.05,1132.01,893.69,238.32,6.14,referral,paypal,completed,USA,Electronics
TXN017014,CUST02233,PROD0338,2022-07-26,1,139.3,0.0,139.3,55.72,83.58,18.52,organic_search,credit_card,completed,Netherlands,Beauty & Health
TXN017015,CUST03698,PROD0412,2022-12-22,7,192.06,0.0,1344.42,537.74,806.68,152.9,social_media,paypal,completed,France,Beauty & Health
TXN017016,CUST05005,PROD0029,2024-03-04,1,196.46,0.0,196.46,117.88,78.58,10.8,organic_search,debit_card,completed,Spain,Home & Kitchen
TXN017017,CUST02541,PROD0032,2023-11-16,2,67.22,0.15000000000000002,114.27,53.78,60.49,0.0,organic_search,credit_card,completed,France,Beauty & Health
TXN017018,CUST02520,PROD0368,2022-06-27,1,252.3,0.0,252.3,113.53,138.77,0.45,referral,credit_card,completed,Canada,Clothing
TXN017019,CUST01659,PROD0276,2024-12-23,1,790.5,0.05,750.97,592.88,158.09,21.01,paid_search,paypal,completed,UK,Electronics
